20141112135200;11;0.56;
20141112135300;12;0.59;
20141112135400;11;0.55;
20141112135500;10;0.53;
20141112135600;10;0.53;
20141112135700;10;0.55;
20141112135800;9;0.5;
20141112135900;11;0.56;
20141112140000;10;0.53;
20141112140100;9;0.48;
20141112140200;8;0.46;
20141112140300;8;0.48;
