20141114000000;0;0.0;0.0;0
20141114000100;0;0.0;0.0;0
20141114000200;0;0.0;0.0;0
20141114000300;0;0.0;0.0;0
20141114000400;0;0.0;0.0;0
20141114000500;0;0.0;0.0;0
20141114000600;0;0.0;0.0;0
20141114000700;0;-0.02;0.0;0
20141114000800;0;0.0;0.0;0
20141114000900;0;0.0;0.0;0
20141114001000;0;0.0;0.0;0
20141114001100;0;0.0;0.0;0
20141114001200;0;0.0;0.0;0
20141114001300;0;0.0;0.0;0
20141114001400;0;0.0;0.0;0
20141114001500;0;0.0;0.0;0
20141114001600;0;0.0;0.08;0
20141114001700;0;0.0;0.0;0
20141114001800;0;0.0;0.0;0
20141114001900;0;0.0;0.0;0
20141113200000;0;0.0;0.0;0
20141113200100;0;0.0;0.0;0
20141114002000;0;0.0;0.0;0
20141113200200;0;0.0;0.0;0
20141114002100;0;0.0;0.0;0
20141113200300;0;0.0;0.0;0
20141114002200;0;0.0;0.0;0
20141113200400;0;0.0;0.0;0
20141114002300;0;0.0;0.0;0
20141113200500;0;0.0;0.0;0
20141114002400;0;0.0;0.0;0
20141113200600;0;0.0;0.0;0
20141114002500;0;0.0;0.0;0
20141113200700;0;0.0;0.0;0
20141114002600;0;0.0;0.0;0
20141113200800;0;0.0;0.0;0
20141114002700;0;0.0;0.0;0
20141113200900;0;0.0;0.0;0
20141114002800;0;0.0;0.0;0
20141114002900;0;0.0;0.0;0
20141113201000;0;0.0;0.0;0
20141113201100;0;0.0;0.0;0
20141114003000;0;0.0;0.0;0
20141113201200;0;0.0;0.0;0
20141114003100;0;0.0;0.0;0
20141113201300;0;0.0;0.0;0
20141114003200;0;0.0;0.0;0
20141113201400;0;0.0;0.0;0
20141114003300;0;0.0;0.0;0
20141113201500;0;0.0;0.0;0
20141114003400;0;0.0;0.0;0
20141113201600;0;0.0;0.0;0
20141114003500;0;0.0;0.0;0
20141113201700;0;0.0;0.0;0
20141114003600;0;0.0;0.0;0
20141113201800;0;0.0;0.0;0
20141114003700;0;0.0;0.0;0
20141113201900;0;0.0;0.0;0
20141114003800;0;0.02;0.0;0
20141114003900;0;0.0;0.0;0
20141113202000;0;0.0;0.0;0
20141113202100;0;0.0;0.0;0
20141114004000;0;0.0;0.0;0
20141113202200;0;0.0;0.0;0
20141114004100;0;0.0;0.0;0
20141113202300;0;0.0;0.0;0
20141114004200;0;0.0;0.0;0
20141113202400;0;0.0;0.0;0
20141114004300;0;0.0;0.0;0
20141113202500;0;0.0;0.0;0
20141114004400;0;0.0;0.0;0
20141113202600;0;0.0;0.0;0
20141114004500;0;0.0;0.0;0
20141113202700;0;0.0;0.0;0
20141114004600;0;0.0;0.0;0
20141113202800;0;0.0;0.0;0
20141114004700;0;0.0;0.0;0
20141113202900;0;0.0;0.0;0
20141114004800;0;0.0;0.0;0
20141114004900;0;0.0;0.0;0
20141113130100;;;;0
20141113203000;0;0.0;0.0;0
20141113130200;27;0.96;28.68;0
20141113203100;0;0.0;0.0;0
20141114005000;0;0.0;0.0;0
20141113130300;31;1.04;30.06;0
20141113203200;0;0.0;0.0;0
20141114005100;0;0.0;0.0;0
20141113130400;32;1.07;30.47;0
20141113203300;0;0.0;0.0;0
20141114005200;0;0.0;0.0;0
20141113130500;37;1.15;32.67;0
20141113203400;0;0.0;0.0;0
20141114005300;0;0.0;0.0;0
20141113130600;39;1.19;33.16;0
20141113203500;0;0.0;0.0;0
20141114005400;0;0.0;0.0;0
20141113130700;39;1.19;33.08;0
20141113203600;0;0.0;0.0;0
20141114005500;0;0.0;0.0;0
20141113130800;37;1.15;32.59;0
20141113203700;0;0.0;0.0;0
20141114005600;0;0.0;0.0;0
20141113130900;38;1.17;32.75;0
20141113203800;0;0.0;0.0;0
20141114005700;0;0.02;0.0;0
20141113203900;0;0.0;0.0;0
20141114005800;0;0.0;0.0;0
20141114005900;0;0.0;0.0;0
20141113131000;37;1.15;32.75;0
20141113131100;35;1.11;31.69;0
20141113204000;0;0.0;0.0;0
20141113131200;34;1.11;31.29;0
20141113204100;0;0.0;0.0;0
20141113131300;32;1.07;30.63;0
20141113204200;0;0.0;0.0;0
20141113131400;29;0.99;29.33;0
20141113204300;0;0.0;0.0;0
20141113131500;27;0.98;28.52;0
20141113204400;0;0.0;0.0;0
20141113131600;29;0.99;29.33;0
20141113204500;0;0.0;0.0;0
20141113131700;28;0.99;29.17;0
20141113204600;0;0.0;0.0;0
20141113131800;27;0.96;28.76;0
20141113204700;0;0.0;0.0;0
20141113131900;30;1.03;29.41;0
20141113204800;0;0.0;0.0;0
